labnumber,Sbox,date,sd,diff,Country,Site,SiteID,Source
CWRU-36,35,1460,55,0.037671233,USA,33LU06,5311,CARD
GX-4689,73,1340,155,0.115671642,check GIS,EgKx-1,9374,CARD
GX-4690,73,1365,175,0.128205128,check GIS,EgKx-1,9374,CARD
GX-4691,73,1060,180,0.169811321,check GIS,EgKx-1,9374,CARD
GaK-2339,172,1370,120,0.087591241,check GIS,PgHb-1,10817,CARD
S-778,98,1060,140,0.132075472,check GIS,HiLp-1,10022,CARD
GX-6895,167,840,150,0.178571429,check GIS,QfNo-4,10844,CARD
GaK-1258,121,1090,160,0.146788991,check GIS,KeNo-2,10296,CARD
I-4550,121,620,95,0.153225806,check GIS,KfNm-3,10310,CARD
S-587,121,955,95,0.09947644,check GIS,KfNm-3,10310,CARD
GaK-2300,157,2260,300,0.132743363,USA,AKBAR013,10753,CARD
WSU-3459,27,3220,190,0.059006211,USA,35CU149,5597,CARD
WSU-3545,27,1990,85,0.042713568,USA,35CU149,5597,CARD
GaK-1273,45,1260,100,0.079365079,check GIS,DjOn-8,9042,CARD
GSC-651,164,3420,150,0.043859649,check GIS,PjRa-2,10820,CARD
GSC-669,164,3440,160,0.046511628,check GIS,PjRa-2,10820,CARD
S-1112,81,1105,45,0.040723982,check GIS,EjAv-1,9459,CARD
S-1674,182,3000,70,0.023333333,check GIS,QjLd-22,10855,CARD
SFU-4,43,730,110,0.150684932,USA,DgRs-1,8790,CARD
S-1098,81,1115,90,0.080717489,check GIS,EjAv-1,9459,CARD
S-1101,81,1075,60,0.055813953,check GIS,EjAv-1,9459,CARD
S-1114,81,1120,120,0.107142857,check GIS,EjAv-1,9459,CARD
S-1115,81,1210,45,0.037190083,check GIS,EjAv-1,9459,CARD
S-1119,81,1375,115,0.083636364,check GIS,EjAv-1,9459,CARD
S-1126,81,1240,100,0.080645161,check GIS,EjAv-1,9459,CARD
S-1342,81,1200,100,0.083333333,check GIS,EjAv-1,9459,CARD
S-1358,81,1345,65,0.048327138,check GIS,EjAv-1,9459,CARD
S-1243,95,5065,90,0.017769003,check GIS,IfPo-1,10106,CARD
GaK-4923,43,3860,110,0.028497409,check GIS,DhRk-8,8863,CARD
GaK-4926,43,4780,340,0.071129707,check GIS,DhRk-8,8863,CARD
S-2005,142,1840,270,0.14673913,check GIS,MdPs-7,10446,CARD
Beta-168682,43,4220,100,0.023696682,check GIS,DhRk-8,8863,CARD
S-976,135,1405,260,0.185053381,USA,AKMLZ050,10426,CARD
RL-1585,45,4260,140,0.03286385,check GIS,DlOp-2,9115,CARD
S-1541,105,3620,65,0.017955801,check GIS,HdDe-5,9957,CARD
AA-1721,111,4390,100,0.022779043,USA,AKSLT067,10221,CARD
S-1554,123,550,75,0.136363636,check GIS,JjLl-1c,10248,CARD
Beta-74985,115,3390,60,0.017699115,check GIS,KdVi-1,10279,CARD
S-920,135,965,80,0.082901554,USA,AKMLZ066,10429,CARD
S-922,141,1690,110,0.065088757,check GIS,MiRh-5,10488,CARD
AA-5730,36,735,65,0.088435374,check GIS,BaGn-___6,7063,CARD
S-2369,72,3905,90,0.023047375,check GIS,FhNa-86,9654,CARD
S-1766,71,2710,200,0.073800738,check GIS,EiNs-4,9441,CARD
S-2037,71,5670,110,0.019400353,check GIS,FaNq-32,9527,CARD
GX-2232,59,6600,320,0.048484848,USA,AKSAM012,9628,CARD
GX-2233,59,7070,240,0.033946252,USA,AKSAM012,9628,CARD
GX-2235,59,7120,240,0.033707865,USA,AKSAM012,9628,CARD
GX-2237,59,7180,250,0.034818942,USA,AKSAM012,9628,CARD
GX-2241,59,7175,240,0.033449477,USA,AKSAM012,9628,CARD
GX-2245,59,6260,280,0.044728435,USA,AKSAM012,9628,CARD
GX-2247,59,6525,230,0.035249042,USA,AKSAM012,9628,CARD
S-2299,71,720,135,0.1875,check GIS,FjOd-2,9683,CARD
I-3190,118,4920,110,0.022357724,check GIS,JcRw-3,10163,CARD
Beta-90606,68,6210,60,0.009661836,check GIS,EeRb-77,9298,CARD
S-1716,35,2780,75,0.026978417,check GIS,BcHi-___3,7244,CARD
S-791,36,320,70,0.21875,check GIS,AlGt-__32,6969,CARD
GSC-3363,35,560,60,0.107142857,check GIS,AiHd-___8,6768,CARD
GSC-2490,36,340,60,0.176470588,check GIS,BdGn-___1,7304,CARD
Beta-121849,37,2470,40,0.016194332,USA,CT,4900,CARD
SI-965,59,570,65,0.114035088,USA,AKUNI002,9728,CARD
ISGS-35,22,6300,590,0.093650794,USA,23BE125,2832,CARD
S-1442,35,1550,70,0.04516129,check GIS,AdHo-___1,6162,CARD
CAMS-114502,135,460,35,0.076086957,USA,49KIR289,10555,CARD
CAMS-105784,135,250,35,0.14,USA,49KIR293,10575,CARD
Gif-7550,165,610,65,0.106557377,check GIS,OdPp-2,10721,CARD
Gif-8180,165,750,60,0.08,check GIS,OdPp-2,10721,CARD
Gif-8181,165,1420,70,0.049295775,check GIS,OdPp-2,10721,CARD
Gif-8182,165,690,100,0.144927536,check GIS,OdPp-2,10721,CARD
Beta-26660,36,3415,85,0.02489019,check GIS,BaGn-?,7062,CARD
TO-1092,36,2530,70,0.027667984,check GIS,BaGn-_109,7065,CARD
TO-1107,36,4950,80,0.016161616,check GIS,BbGm-?,7175,CARD
L-797,70,2520,110,0.043650794,check GIS,EcPn-2,9204,CARD
Beta-142066,81,2280,40,0.01754386,check GIS,EgBf-6,9373,CARD
Beta-142067,81,2370,40,0.016877637,check GIS,EgBf-6,9373,CARD
GaK-2344,79,1020,75,0.073529412,check GIS,FlDh-1,9700,CARD
Beta-139757,100,910,40,0.043956044,check GIS,GlIw-___5,9893,CARD
S-2279,93,3840,70,0.018229167,check GIS,HfTo-VP,9923,CARD
AECV-1795C,127,2520,80,0.031746032,check GIS,KcFr-3A,10262,CARD
S-1317,124,755,70,0.092715232,check GIS,KfJm-32,10307,CARD
S-1309,124,490,60,0.12244898,check GIS,KfJm-3,10308,CARD
S-1310,124,650,60,0.092307692,check GIS,KfJm-3,10308,CARD
S-1313,124,905,100,0.110497238,check GIS,KgJm-8,10317,CARD
S-1314,124,825,90,0.109090909,check GIS,KgJm-8,10317,CARD
S-1316,124,425,85,0.2,check GIS,KgJm-9,10318,CARD
S-1311,124,425,85,0.2,check GIS,KgJm-7,10319,CARD
SI-768B,124,825,45,0.054545455,check GIS,KkJg-1,10341,CARD
AECV-1348C,129,550,50,0.090909091,check GIS,KkDo-3,10348,CARD
AECV-1349C,129,740,70,0.094594595,check GIS,KkDo-3,10348,CARD
AECV-1351C,129,490,70,0.142857143,check GIS,KkDo-3,10348,CARD
AECV-1708C,129,880,50,0.056818182,check GIS,KkDo-3,10348,CARD
I-8642,115,5010,100,0.01996008,check GIS,KkVj-?-8,10355,CARD
AECV-1707C,127,330,50,0.151515152,check GIS,LbFn-7,10384,CARD
RIDDL-322,141,4430,240,0.054176072,check GIS,LgRk-1,10409,CARD
RIDDL-323,141,3890,180,0.046272494,check GIS,LgRk-1,10409,CARD
Beta-39522,133,360,70,0.194444444,USA,AKBEN106,10420,CARD
K-1290,133,2850,110,0.038596491,USA,AKBEN001,10425,CARD
K-1291,133,590,100,0.169491525,USA,AKBEN001,10425,CARD
K-147,133,2700,120,0.044444444,USA,AKBEN001,10425,CARD
AECV-537C,151,700,80,0.114285714,check GIS,LlDv-5,10434,CARD
AECV-536CR,151,600,70,0.116666667,check GIS,LlDw-7,10436,CARD
AECV-728C,151,770,120,0.155844156,check GIS,MaDv-11,10437,CARD
S-2845,143,560,95,0.169642857,check GIS,MbNs-1,10442,CARD
RIDDL-141,138,1880,140,0.074468085,check GIS,MiVl-1,10491,CARD
RIDDL-140,138,1730,100,0.057803468,check GIS,MjVl-1,10493,CARD
S-511,138,855,100,0.116959064,check GIS,MjVl-1,10493,CARD
S-512,138,975,150,0.153846154,check GIS,MjVl-1,10493,CARD
S-513,138,890,160,0.179775281,check GIS,MjVl-1,10493,CARD
S-514,138,910,150,0.164835165,check GIS,MjVl-1,10493,CARD
S-515,138,935,120,0.128342246,check GIS,MjVl-1,10493,CARD
S-465,142,1870,75,0.040106952,check GIS,MkPk-6,10513,CARD
GX-1702,142,3220,120,0.037267081,check GIS,MkPk-7,10514,CARD
S-467,142,2810,90,0.03202847,check GIS,MkPk-7,10514,CARD
S-468,142,1530,80,0.052287582,check GIS,MkPk-9,10515,CARD
RIDDL-145,138,1350,150,0.111111111,check GIS,MlVl-1,10519,CARD
I-4221,138,6530,135,0.020673813,check GIS,MlVl-5,10520,CARD
Beta-51302,139,380,50,0.131578947,check GIS,MlTk-2,10523,CARD
S-2428,146,1135,55,0.04845815,check GIS,MlLg-2,10524,CARD
RIDDL-133,138,2930,140,0.04778157,check GIS,NbVl-2,10545,CARD
Beta-66264,132,1280,60,0.046875,USA,AKXPH003,10566,CARD
S-3368,143,1810,160,0.08839779,check GIS,NcPf-12,10581,CARD
S-3369,143,850,75,0.088235294,check GIS,NcPf-12,10581,CARD
CAMS-66369,143,660,30,0.045454545,check GIS,NcPd-2,10583,CARD
S-2199,146,560,65,0.116071429,check GIS,NdLd-21,10588,CARD
S-2196,146,570,105,0.184210526,check GIS,NdLd-1,10589,CARD
RIDDL-363,138,600,130,0.216666667,check GIS,NfVc-1,10606,CARD
RIDDL-547,139,500,90,0.18,check GIS,NgTn-1,10614,CARD
I-18243,137,570,80,0.140350877,check GIS,NhVm-4,10616,CARD
AECV-1017C,139,460,90,0.195652174,check GIS,NiTs-2,10632,CARD
AECV-1002C,139,360,80,0.222222222,check GIS,NiTs-1,10635,CARD
AECV-1006C,139,550,90,0.163636364,check GIS,NiTs-1,10635,CARD
AECV-1008C,139,530,90,0.169811321,check GIS,NiTs-1,10635,CARD
AECV-1011C,139,540,90,0.166666667,check GIS,NiTs-1,10635,CARD
RIDDL-548,139,740,120,0.162162162,check GIS,NiTs-1,10635,CARD
K-1066,149,1820,110,0.06043956,check GIS,NiHf-3,10636,CARD
Beta-111670,138,3350,40,0.011940299,check GIS,NiVk-1,10639,CARD
Beta-111671,138,2980,50,0.016778523,check GIS,NiVk-1,10639,CARD
S-2429,147,1090,55,0.050458716,check GIS,NiJp-4,10643,CARD
Beta-65519,139,1920,70,0.036458333,check GIS,NiTs-4,10644,CARD
Beta-65520,139,1470,60,0.040816327,check GIS,NiTs-4,10644,CARD
Beta-77809,139,2230,60,0.02690583,check GIS,NiTs-4,10644,CARD
M-1504,144,2265,120,0.052980132,check GIS,NiNg-1,10649,CARD
S-3037,144,1225,125,0.102040816,check GIS,NiNg-2,10650,CARD
S-3038,144,1035,125,0.120772947,check GIS,NiNg-2,10650,CARD
S-3039,144,1160,125,0.107758621,check GIS,NiNg-17,10652,CARD
GAK-2304,135,1470,80,0.054421769,USA,AKXCL010,10653,CARD
Beta-70226,138,350,50,0.142857143,check GIS,NjVj-1,10658,CARD
Beta-79850,138,1070,50,0.046728972,check GIS,NjVi-?,10659,CARD
K-1079,149,740,100,0.135135135,check GIS,NjHa-1,10660,CARD
Beta-64368,138,330,70,0.212121212,check GIS,NjVi-2,10661,CARD
GX-23599,137,470,60,0.127659574,check GIS,NjVn-5,10662,CARD
S-3485,139,5440,140,0.025735294,check GIS,NkTm-8,10663,CARD
S-3486,139,6730,180,0.026745914,check GIS,NkTm-8,10663,CARD
Beta-148601,141,820,40,0.048780488,check GIS,NkRi-3,10667,CARD
Beta-148602,141,740,40,0.054054054,check GIS,NkRi-3,10667,CARD
Beta-148603,141,680,40,0.058823529,check GIS,NkRi-3,10667,CARD
Beta-148774,141,620,40,0.064516129,check GIS,NkRi-3,10667,CARD
Beta-148775,141,670,40,0.059701493,check GIS,NkRi-3,10667,CARD
Beta-148776,141,670,40,0.059701493,check GIS,NkRi-3,10667,CARD
Beta-152239,141,800,40,0.05,check GIS,NkRi-3,10667,CARD
Beta-152240,141,800,40,0.05,check GIS,NkRi-3,10667,CARD
Beta-126879,141,630,40,0.063492063,check GIS,NkRh-3,10668,CARD
Beta-126880,141,510,30,0.058823529,check GIS,NkRh-3,10668,CARD
S-3370,141,1260,75,0.05952381,check GIS,NkRh-3,10668,CARD
S-2947,140,560,75,0.133928571,check GIS,NlRu-1,10670,CARD
S-2948,140,620,75,0.120967742,check GIS,NlRu-1,10670,CARD
Beta-94896,163,280,50,0.178571429,check GIS,OaRw-2,10676,CARD
Beta-94898,163,320,70,0.21875,check GIS,OaRw-3,10677,CARD
S-2200,170,920,105,0.114130435,check GIS,OaJn-2,10678,CARD
Beta-62584,163,5610,65,0.011586453,check GIS,ObRw-11,10681,CARD
Beta-62585,163,3750,75,0.02,check GIS,ObRw-11,10681,CARD
TO-1564,163,5690,60,0.010544815,check GIS,ObRw-11,10681,CARD
AECV-1104C,163,2530,110,0.043478261,check GIS,ObRv-1,10682,CARD
AECV-1105C,163,2410,90,0.037344398,check GIS,ObRv-1,10682,CARD
AECV-1106C,163,2410,110,0.045643154,check GIS,ObRv-1,10682,CARD
AECV-1107C,163,2540,100,0.039370079,check GIS,ObRv-1,10682,CARD
AECV-1108C,163,2540,100,0.039370079,check GIS,ObRv-1,10682,CARD
S-2999,163,2885,140,0.048526863,check GIS,ObRv-1,10682,CARD
S-3036,163,2615,140,0.053537285,check GIS,ObRv-1,10682,CARD
AECV-1709C,163,3880,80,0.020618557,check GIS,ObRw-1,10683,CARD
AECV-1710C,163,3980,80,0.020100503,check GIS,ObRw-1,10683,CARD
AECV-1711C,163,4100,90,0.02195122,check GIS,ObRw-1,10683,CARD
AECV-1712C,163,3950,80,0.020253165,check GIS,ObRw-1,10683,CARD
AECV-1713C,163,4280,90,0.021028037,check GIS,ObRw-1,10683,CARD
RIDDL-364,163,3110,180,0.057877814,check GIS,ObRw-1,10683,CARD
RIDDL-546,163,3160,80,0.025316456,check GIS,ObRw-3,10684,CARD
I-10667,157,750,75,0.1,USA,AKXMR030,10709,CARD
DIC-1583,157,1340,65,0.048507463,USA,AKXMR091,10726,CARD
TO-3708,165,430,50,0.11627907,check GIS,OgPl-?,10750,CARD
Beta-42384,157,590,55,0.093220339,USA,AKBAR002,10759,CARD
Beta-42387,157,580,55,0.094827586,USA,AKBAR002,10759,CARD
Beta-42390,157,660,55,0.083333333,USA,AKBAR002,10759,CARD
Beta-42391,157,695,55,0.079136691,USA,AKBAR002,10759,CARD
Beta-101514,170,540,90,0.166666667,check GIS,PaJs-2,10779,CARD
Beta-101515,170,500,65,0.13,check GIS,PaJs-2,10779,CARD
Beta-111668,173,740,60,0.081081081,check GIS,PeFr-1,10794,CARD
S-2971,169,865,80,0.092485549,check GIS,PkLe-?,10796,CARD
S-2189,172,1625,155,0.095384615,check GIS,PeHa-1,10801,CARD
S-2190,172,1395,80,0.05734767,check GIS,PeHa-1,10801,CARD
S-755,172,1610,80,0.049689441,check GIS,PeHa-1,10801,CARD
S-756,172,2005,75,0.037406484,check GIS,PeHa-1,10801,CARD
S-850,172,1260,90,0.071428571,check GIS,PeHa-1,10801,CARD
S-881,172,1405,90,0.06405694,check GIS,PeHa-1,10801,CARD
S-1208,172,1910,80,0.041884817,check GIS,PgHb-7,10814,CARD
S-2883,172,3635,140,0.038514443,check GIS,PgHb-7,10814,CARD
S-1205,172,1170,90,0.076923077,check GIS,PgHb-1,10817,CARD
S-1207,172,1360,65,0.047794118,check GIS,PgHb-1,10817,CARD
S-1444,172,1940,120,0.06185567,check GIS,PgHb-1,10817,CARD
S-1613,172,2400,55,0.022916667,check GIS,PgHb-1,10817,CARD
S-847,172,1770,150,0.084745763,check GIS,PgHb-1,10817,CARD
S-848,172,1670,100,0.05988024,check GIS,PgHb-1,10817,CARD
S-849,172,1600,75,0.046875,check GIS,PgHb-1,10817,CARD
S-879,172,1400,90,0.064285714,check GIS,PgHb-1,10817,CARD
S-880,172,1960,90,0.045918367,check GIS,PgHb-1,10817,CARD
S-882,172,930,100,0.107526882,check GIS,PgHb-1,10817,CARD
Beta-146775,170,670,40,0.059701493,check GIS,QeJu-1,10840,CARD
Beta-146776,170,680,40,0.058823529,check GIS,QeJu-1,10840,CARD
Beta-140676,182,590,40,0.06779661,check GIS,QiLd-1,10846,CARD
Beta-140677,182,3220,40,0.01242236,check GIS,QiLd-1,10846,CARD
CAMS-74628,182,3340,40,0.011976048,check GIS,QiLd-1,10846,CARD
TO-4531,182,1900,60,0.031578947,check GIS,QiLa-3,10850,CARD
TO-2518,182,1020,50,0.049019608,check GIS,QjJx-10,10857,CARD
TO-3747,182,1550,50,0.032258065,check GIS,QjJx-10,10857,CARD
TO-3748,182,780,50,0.064102564,check GIS,QjJx-10,10857,CARD
TO-3749,182,1030,50,0.048543689,check GIS,QjJx-10,10857,CARD
TO-4532,182,1450,60,0.04137931,check GIS,QjJx-10,10857,CARD
TO-4535,182,930,120,0.129032258,check GIS,QjJx-10,10857,CARD
Beta-25032,185,3700,70,0.018918919,check GIS,QkHn-38,10866,CARD
Beta-153137,183,1340,40,0.029850746,check GIS,RaJu-3,10878,CARD
Beta-153136,183,990,40,0.04040404,check GIS,RaJu-1,10879,CARD
CRNL-1259,183,2685,370,0.137802607,check GIS,RbJu-1,10885,CARD
TO-2019,187,2030,50,0.024630542,check GIS,SdFh-?,10910,CARD
I-11755,184,500,80,0.16,check GIS,SiHw-1,10940,CARD
I-12341,184,980,80,0.081632653,check GIS,SiHw-1,10940,CARD
Beta-88718,196,1510,30,0.01986755,check GIS,UcAg-1,10958,CARD
Shell-6713,133,2320,200,0.086206897,USA,AKMIS117,10608,CARD
SM-917,135,3042,188,0.061801446,USA,AKXCL002,10549,CARD
P-176,103,730,105,0.143835616,check GIS,IhFh-7,10115,CARD
P-177,103,790,100,0.126582278,check GIS,IhFh-7,10115,CARD
P-138,87,1449,102,0.070393375,USA,AKSEL001,10122,CARD
P-139,87,2786,118,0.04235463,USA,AKSEL001,10122,CARD
K-1289,133,2240,110,0.049107143,USA,AKBEN001,10425,CARD
K-979,133,2890,110,0.038062284,USA,AKBEN001,10425,CARD
K-982,133,1180,100,0.084745763,USA,AKBEN001,10425,CARD
K-983,133,2780,110,0.039568345,USA,AKBEN001,10425,CARD
P-175,133,2324,133,0.057228916,USA,AKKTZ007,10443,CARD
K-2741,132,1790,70,0.039106145,USA,AKXPH003,10566,CARD
K-2743,132,1320,70,0.053030303,USA,AKXPH003,10566,CARD
K-2744,132,1290,55,0.042635659,USA,AKXPH003,10566,CARD
K-2745,132,1490,70,0.046979866,USA,AKXPH003,10566,CARD
P-98,132,1699,210,0.123602119,USA,AKXPH003,10566,CARD
P-212,149,2484,137,0.055152979,check GIS,NhHd-1,10617,CARD
K-505,149,3780,300,0.079365079,check GIS,NiHf-1,10645,CARD
P-208,149,3640,123,0.033791209,check GIS,NiHf-1,10645,CARD
K-504,149,680,150,0.220588235,check GIS,NiHa-1,10656,CARD
P-210,149,2978,136,0.045668234,check GIS,NjHa-1,10660,CARD
P-211,149,2434,140,0.057518488,check GIS,NjHa-1,10660,CARD
BM-1803R,182,1160,100,0.086206897,check GIS,QiLd-1,10846,CARD
BM-1804R,182,1100,100,0.090909091,check GIS,QiLd-1,10846,CARD
Beta-136346,115,460,60,0.130434783,check GIS,JcUu-1,10168,CARD
Beta-136347,115,1650,60,0.036363636,check GIS,JcUu-1,10168,CARD
Beta-136348,115,1660,50,0.030120482,check GIS,JcUu-1,10168,CARD
Beta-136349,115,2850,50,0.01754386,check GIS,JcUu-1,10168,CARD
Beta-136350,115,3550,70,0.01971831,check GIS,JcUu-1,10168,CARD
Beta-136351,115,4520,50,0.011061947,check GIS,JcUu-1,10168,CARD
Beta-136352,115,4410,50,0.011337868,check GIS,JcUu-1,10168,CARD
Beta-136353,115,4200,80,0.019047619,check GIS,JcUu-1,10168,CARD
Beta-152447,115,3830,40,0.010443864,check GIS,JcUu-1,10168,CARD
Beta-152448,115,4310,40,0.009280742,check GIS,JcUu-1,10168,CARD
Beta-152449,115,4440,40,0.009009009,check GIS,JcUu-1,10168,CARD
Beta-152450,115,4190,40,0.009546539,check GIS,JcUu-1,10168,CARD
Beta-136355,115,7890,80,0.010139417,check GIS,JdUt-17,10186,CARD
Beta-136357,115,7500,60,0.008,check GIS,JdUt-17,10186,CARD
Beta-136358,115,4780,80,0.016736402,check GIS,JdUt-17,10186,CARD
Beta-136360,115,3850,50,0.012987013,check GIS,JdUt-17,10186,CARD
Beta-140619,115,1650,40,0.024242424,check GIS,JdUt-17,10186,CARD
Beta-140620,115,1980,40,0.02020202,check GIS,JdUt-17,10186,CARD
Beta-140621,115,1620,40,0.024691358,check GIS,JdUt-17,10186,CARD
Beta-140622,115,2240,40,0.017857143,check GIS,JdUt-17,10186,CARD
Beta-140623,115,7850,50,0.006369427,check GIS,JdUt-17,10186,CARD
Beta-140624,115,4180,40,0.009569378,check GIS,JdUt-17,10186,CARD
Beta-162355,115,2380,40,0.016806723,check GIS,JdUt-17,10186,CARD
Beta-162356,115,1460,40,0.02739726,check GIS,JdUt-17,10186,CARD
Beta-162357,115,7460,40,0.00536193,check GIS,JdUt-17,10186,CARD
TO-7563,115,970,50,0.051546392,check GIS,JdUt-17,10186,CARD
TO-7564,115,1030,50,0.048543689,check GIS,JdUt-17,10186,CARD
TO-7565,115,1600,50,0.03125,check GIS,JdUt-17,10186,CARD
TO-7566,115,1920,50,0.026041667,check GIS,JdUt-17,10186,CARD
TO-7567,115,1770,60,0.033898305,check GIS,JdUt-17,10186,CARD
TO-7568,115,1910,60,0.031413613,check GIS,JdUt-17,10186,CARD
TO-7569,115,3030,50,0.01650165,check GIS,JdUt-17,10186,CARD
TO-7570,115,6730,70,0.010401189,check GIS,JdUt-17,10186,CARD
TO-6871,115,2450,50,0.020408163,check GIS,JdVb-2,10189,CARD
TO-7555,115,7440,60,0.008064516,check GIS,JdVb-2,10189,CARD
TO-7556,115,2890,50,0.017301038,check GIS,JdVb-2,10189,CARD
TO-7557,115,1620,50,0.030864198,check GIS,JdVb-2,10189,CARD
TO-7558,115,1670,50,0.02994012,check GIS,JdVb-2,10189,CARD
TO-7559,115,1440,50,0.034722222,check GIS,JdVb-2,10189,CARD
TO-7560,115,960,50,0.052083333,check GIS,JdVb-2,10189,CARD
TO-7562,115,1850,50,0.027027027,check GIS,JdVb-2,10189,CARD
Gif-8433,165,630,70,0.111111111,check GIS,OdPp-2,10721,CARD
Gif-8807,165,840,40,0.047619048,check GIS,OdPp-2,10721,CARD
GaK-1036,128,700,80,0.114285714,check GIS,KaFh-2,10255,CARD
P-228,138,3288,156,0.047445255,check GIS,NiVk-1,10639,CARD
Beta-63446,129,510,50,0.098039216,check GIS,KfDe-5,10304,CARD
Beta-245147,66,1010,40,0.03960396,check GIS,GbTo-31,9754,CARD
Beta-245148,66,1080,40,0.037037037,check GIS,GbTo-31,9754,CARD
I-9310,36,4375,95,0.021714286,check GIS,BdGu-___6,7331,CARD
GaK-1485,43,2720,70,0.025735294,USA,DcRv-48,8410,CARD
Beta-57219,43,450,40,0.088888889,check GIS,DhRl-15,8881,CARD
TO-6031,98,3700,60,0.016216216,check GIS,GkLr-61,9880,CARD
TO-5229,98,3600,60,0.016666667,check GIS,HhLp-16,9997,CARD
M-558,23,2030,100,0.049261084,USA,11WH6,2729,Erick
QU-851,54,650,90,0.138461538,check GIS,DcEe-2b,8414,CARD
Qc-624,129,635,90,0.141732283,check GIS,JfEl-4,10209,CARD
P-690,81,2013,49,0.024341778,check GIS,EiBg-1,9434,CARD
P-684,81,1068,45,0.042134831,check GIS,EiBg-1,9434,CARD
n/a-6,53,630,60,0.095238095,check GIS,BgFo-18,7507,CARD
Beta-123004,53,1100,100,0.090909091,check GIS,BhFa-3,7547,CARD
Beta-14651,53,3830,60,0.015665796,check GIS,BhFn-7,7552,CARD
Beta-14652,53,3760,80,0.021276596,check GIS,BhFn-7,7552,CARD
Beta-14653,53,3960,70,0.017676768,check GIS,BhFn-7,7552,CARD
Beta-14654,53,3730,80,0.021447721,check GIS,BhFn-7,7552,CARD
RL-1973,53,3760,140,0.037234043,check GIS,BhFn-7,7552,CARD
RL-1974,53,3630,100,0.027548209,check GIS,BhFn-7,7552,CARD
RL-1975,53,3580,140,0.039106145,check GIS,BhFn-7,7552,CARD
GX-1284,53,1140,110,0.096491228,check GIS,BhFl-1a,7564,CARD
QU-1331,53,3590,90,0.025069638,check GIS,BhFl-1a,7564,CARD
QU-1332,53,3450,90,0.026086957,check GIS,BhFl-1a,7564,CARD
RL-1686,53,3600,140,0.038888889,check GIS,BhFl-1a,7564,CARD
RL-1687,53,970,110,0.113402062,check GIS,BhFl-1a,7564,CARD
RL-1819,53,2260,120,0.053097345,check GIS,BhFl-1a,7564,CARD
RL-1820,53,1090,110,0.100917431,check GIS,BhFl-1a,7564,CARD
RL-1821,53,2900,130,0.044827586,check GIS,BhFl-1a,7564,CARD
RL-1822,53,1990,120,0.060301508,check GIS,BhFl-1a,7564,CARD
RL-1874,53,4060,130,0.032019704,check GIS,BhFl-1a,7564,CARD
RL-1875,53,1040,110,0.105769231,check GIS,BhFl-1a,7564,CARD
RL-1964,53,1300,110,0.084615385,check GIS,BhFl-1a,7564,CARD
RL-1965,53,2780,120,0.043165468,check GIS,BhFl-1a,7564,CARD
RL-1966,53,3280,130,0.039634146,check GIS,BhFl-1a,7564,CARD
RL-1967,53,2380,140,0.058823529,check GIS,BhFl-1a,7564,CARD
S-480,53,3020,110,0.036423841,check GIS,BhFl-1a,7564,CARD
S-481,53,4010,115,0.028678304,check GIS,BhFl-1d,7565,CARD
QU-1015,53,3550,200,0.056338028,check GIS,BhFl-1e,7566,CARD
QU-680,53,4000,240,0.06,check GIS,BhFl-1e,7566,CARD
QU-681,53,4110,100,0.0243309,check GIS,BhFl-1e,7566,CARD
QU-682,53,4760,180,0.037815126,check GIS,BhFl-1e,7566,CARD
QU-839,53,2140,100,0.046728972,check GIS,BhFl-1e,7566,CARD
RL-1268,53,3480,130,0.037356322,check GIS,BhFl-1e,7566,CARD
RL-1269,53,610,110,0.180327869,check GIS,BhFl-1e,7566,CARD
RL-270,53,2380,130,0.054621849,check GIS,BhFl-1f,7567,CARD
QU-115,52,2870,180,0.06271777,check GIS,BiFh-4,7590,CARD
QU-116,52,3220,240,0.074534161,check GIS,BiFh-4,7590,CARD
UQ-785,53,1380,100,0.072463768,check GIS,BjFj-3,7657,CARD
GSC-162,52,4700,150,0.031914894,check GIS,BkGg-12,7746,CARD
RL-1968,53,730,110,0.150684932,check GIS,BlFg-8,7790,CARD
RL-1969,53,2970,130,0.043771044,check GIS,BlFg-8,7790,CARD
RL-1970,53,3150,130,0.041269841,check GIS,BlFg-8,7790,CARD
QU-218,53,660,100,0.151515152,check GIS,BlFh-1,7804,CARD
QU-219,53,1610,160,0.099378882,check GIS,BlFh-1,7804,CARD
QU-220,53,810,160,0.197530864,check GIS,BlFh-1,7804,CARD
QU-221,53,1790,280,0.156424581,check GIS,BlFh-1,7804,CARD
RL-178,53,580,90,0.155172414,check GIS,BlFh-1,7804,CARD
RL-179,53,550,105,0.190909091,check GIS,BlFh-1,7804,CARD
QU-126,53,1120,100,0.089285714,check GIS,CaFg-1,7812,CARD
QU-127,53,630,110,0.174603175,check GIS,CaFg-1,7812,CARD
QU-128,53,1060,120,0.113207547,check GIS,CaFg-1,7812,CARD
QU-223,53,710,130,0.183098592,check GIS,CaFg-1,7812,CARD
RL-2024,53,3620,120,0.033149171,check GIS,CaFg-4,7829,CARD
GX-511,53,1820,105,0.057692308,check GIS,CcFd-3,7943,CARD
GX-951,53,500,75,0.15,check GIS,CcFd-2,7944,CARD
S-836,53,370,70,0.189189189,check GIS,CcFd-2,7944,CARD
S-838,53,375,70,0.186666667,check GIS,CcFd-2,7944,CARD
Beta-48703,52,2180,60,0.027522936,check GIS,CcGk-18,7951,CARD
