labnumber,Sbox,date,sd,Country,Site,SiteID,Source
A-346,6,4530,180,USA,CA-SBA-78,1211,CARD
Beta-85228,16,1620,180,USA,CA-MNT-521,1718,CARD
WSU-409,44,7710,180,USA,45WT36,8055,CARD
Beta-57736,27,4100,180,USA,35JE319,7405,CARD
WSU-270,18,5100,180,USA,26WA201,3886,CARD
Beta-2007,30,4320,180,USA,48SW2369,5273,CARD
Beta-3808,29,2210,180,USA,48LN771,5708,CARD
Beta-4719,21,1060,180,USA,34RM14,1548,CARD
UCLA-1845B,23,4040,180,USA,15BT5,2232,CARD
GaK-2805,18,3270,180,USA,26WA315,3896,CARD
GX-2536,24,1960,180,USA,33MO5,4100,CARD
DIC-141,24,800,180,USA,33MY57,4114,CARD
Beta-15628,37,1520,180,USA,28ME114,4414,CARD
GX-2842,35,2690,180,USA,33TU40,4531,CARD
UGa-5098,36,4875,180,USA,36CE230,4749,CARD
Beta-8742,37,1100,180,USA,CT,4900,CARD
GX-3640,37,5385,180,USA,CT,4900,CARD
GX-2592,37,3665,180,USA,6LF7,5264,CARD
GX-14012,37,2495,180,USA,NH,6436,CARD
GaK-9219,27,5570,180,USA,35LA218,7089,CARD
Beta-27270,27,2080,180,USA,35BA523,7333,CARD
WSU-3507,44,1820,180,USA,35WA616,7683,CARD
GSC-3081,170,2450,180,check GIS,QaJu-?,10834,CARD
S-3527,184,7050,180,check GIS,QjHr-?,10856,CARD
GSC-979-3,184,5050,180,check GIS,RcHw-VP-5,10895,CARD
S-3598,170,7850,180,check GIS,QfJm-?,10843,CARD
S-3538,184,7885,180,check GIS,QjHq-?,10858,CARD
S-3530,183,1965,180,check GIS,RaJo-?,10881,CARD
Grey-15,30,4620,178,USA,48JO303,7026,CARD
P-203,133,2646,177,USA,AKKTZ007,10443,CARD
OS-78016,27,1040,177,USA,CA-DNO-13,5374,CARD
S-2500,45,7145,175,check GIS,DkPj-1,9053,CARD
GX-4415,73,3485,175,check GIS,EaLa-1,9158,CARD
GX-4690,73,1365,175,check GIS,EgKx-1,9374,CARD
AA-2271,8,1127,175,USA,AA:12:484,447,CARD
WSU-403,29,5600,175,USA,10LH63,7474,CARD
WSU-2207,43,6590,175,USA,45CA218,8348,CARD
M-591,13,6300,175,USA,1JA181,1301,CARD
M-522,25,4280,175,USA,31HX7,1749,CARD
M-523,25,5440,175,USA,31HX7,1749,CARD
M-618A,22,6280,175,USA,23CY64,3285,CARD
C-760,24,2169,175,USA,15MS27,3314,CARD
OWU-105B,22,1490,175,USA,11GE482,3840,CARD
UGa-812,30,1370,175,USA,5LR263,4681,CARD
SI-629,32,775,175,USA,25DO2,5366,CARD
DIC-265,36,1230,175,USA,NY,5555,CARD
GX-6210,32,1695,175,USA,13PM91,6178,CARD
M-368,31,3630,175,USA,39FA68,6704,CARD
M-369,31,4230,175,USA,39FA68,6704,CARD
Grey-7,30,4180,175,USA,48JO303,7026,CARD
Grey-8,30,4460,175,USA,48JO303,7026,CARD
GX-6048,37,3450,175,USA,VTCH46,7264,CARD
I-501,27,2675,175,USA,35JE1,7320,CARD
S-2145,36,1610,175,check GIS,BfGa-__24,7453,CARD
WSU-298,43,1740,175,USA,35GM15,7725,CARD
S-681,75,710,175,check GIS,EaJf-___1,9142,CARD
GX-5049,73,3535,175,check GIS,EfKv-6,9344,CARD
UGa-3160,105,5305,175,check GIS,HcCh-7,9928,CARD
UGa-3161,105,5670,175,check GIS,HcCh-7,9928,CARD
UGa-531,113,4160,175,USA,AKXMH072,10321,CARD
GX-4249,136,2360,175,USA,AKPSM056,10596,CARD
SI-975,136,2620,175,USA,AKPSM050,10599,CARD
GX-6749,113,6675,175,USA,AKXMH297,10357,CARD
GaK-3794b,35,3165,175,check GIS,AdHk-___1,6063,CARD
A-7551,48,7675,175,USA,32RI775,8016,Erick
M-205,28,4900,175,USA,42TO13,4668,CARD
WSU-404,29,5675,175,USA,10LH63,7474,CARD
C-587,17,1953,175,USA,26CH,1574,CARD
UGa-677,23,2965,175,USA,15JF237,2861,CARD
GX-2593,37,3065,175,USA,6LF7,5264,CARD
GX-2880,37,3100,175,USA,6LF7,5264,CARD
S-2762,72,1795,175,check GIS,EeMw-26,9287,CARD
S-2595,169,6435,175,check GIS,OlLg-?,10771,CARD
LSU-73-268,17,1043,175,USA,26HU102,4201,CARD
M-320,50,3000,175,USA,20IR24,8336,CARD
WSU-1640,46,2123,173,USA,24RB1073,7881,CARD
TX-2797,46,4838,173,USA,24BH1726,7607,CARD
GX-2559,46,1929,173,USA,24RB1012,7875,CARD
S-28,71,2400,173,check GIS,EcNl-1,9210,CARD
GX-2556,46,1638,172,USA,24RB1011,7874,CARD
Tx-68,2,6020,170,USA,41UV2,8,TARL
Tx-139,1,6110,170,USA,41VV167,14,TARL
SMU-247,10,7840,170,USA,41LU1,884,CARD
SM-722/772,21,1430,170,USA,34Cd11,1317,Erick
UGA-3977,18,2795,170,USA,D:7:151,1778,CARD
UGA-3985,18,2635,170,USA,D:7:151,1778,CARD
Beta-13531,30,3300,170,USA,48JO15,7024,CARD
Beta-13527,30,3810,170,USA,48JO357,7030,CARD
GX-6394A,70,5390,170,check GIS,EgPm-3,9379,CARD
I-12711,48,3340,170,USA,21NR9,8151,CARD
AECV-1200C,45,5920,170,check GIS,DjPm-36,8986,CARD
RL-560,45,6040,170,check GIS,DjOw-1,9007,CARD
AECV-372C,45,2860,170,check GIS,DkPj-27,9054,CARD
S-3547,71,1240,170,check GIS,ElNp-8,9512,CARD
A-4561,9,3669,170,USA,LA5531,138,CARD
WSU-4545,43,1200,170,USA,Unknown,8471,CARD
S-2036B,71,5990,170,check GIS,FaNq-32,9527,CARD
BGS-1932,94,1960,170,check GIS,GjPx-6,9864,CARD
Beta-28447,35,730,170,USA,33ER-?,4976,CARD
QU-227,54,4940,170,check GIS,DhDn-2b,8851,CARD
QU-234,79,1280,170,check GIS,EbDj-2,9188,CARD
QU-1048,102,1130,170,check GIS,IcGm-4,10082,CARD
A-3500,8,2170,170,USA,EE:2:13,86,CARD
A-4562,9,860,170,USA,LA5531,138,CARD
Beta-126922,10,2730,170,USA,LA38264,345,CARD
Beta-7168,8,2760,170,USA,BB:13:15,492,CARD
Beta-55551,8,1620,170,USA,P:61:193,1156,CARD
WSU-1782,12,1930,170,USA,34LF27,1289,Erick
Sm-773,21,1520,170,USA,34CD11,1317,Erick
I-2903,19,2290,170,USA,LA9300,1541,CARD
Beta-26275,18,3610,170,USA,"D:7:618,SIU",1796,CARD
Beta-2725,18,3610,170,USA,"D:7:618,SIU",1796,CARD
BETA-122205,18,4160,170,USA,42WS2820,2070,Erick
BETA-40062,18,980,170,USA,42WS1226,2089,Erick
GaK-3427,18,1040,170,USA,26LA1,2468,CARD
Beta-77975,17,1830,170,USA,CA-TUO-166,2762,CARD
BETA-34255,19,3110,170,USA,42WN1666,2911,Erick
RL-536,18,3390,170,USA,42EM625,3373,Erick
RL-106,17,3920,170,USA,26LN418,3475,CARD
RL-91,17,4630,170,USA,26LN418,3475,CARD
RL-93,17,3740,170,USA,26LN418,3475,CARD
Beta-128421,19,4900,170,USA,5ME11465,3491,CARD
RL-1220,19,5130,170,USA,5ME82,3548,CARD
Beta-75977,18,810,170,USA,26WA,3875,CARD
I-10976,30,6205,170,USA,5BL170,4335,CARD
Beta-93174,30,3400,170,USA,5GA1609,4361,CARD
Beta-197142,30,7720,170,USA,5GA3222,4369,CARD
A-2781,28,4790,170,USA,26NY301,4510,CARD
UCLA-1989A,28,5800,170,USA,26NY301,4510,CARD
UCLA-1989B,28,5300,170,USA,26NY301,4510,CARD
QC-169,28,5000,170,USA,26NY345,4513,CARD
Beta-74057,28,3860,170,USA,26EU2182,5054,CARD
Beta-110924,30,5430,170,USA,48NA2529,6379,Erick
RL-1897,30,5440,170,USA,48FR1484,6478,CARD
RL-1898,30,6180,170,USA,48FR1484,6478,CARD
RL-734,30,1920,170,USA,48FR323,6503,CARD
Beta-2082,30,2230,170,USA,48FR848,6520,CARD
I-452,29,4500,170,USA,10CL3,7181,CARD
Beta-98594,27,4440,170,USA,35MA63,7443,CARD
Beta-98588,27,3980,170,USA,35MA70,7445,CARD
Beta-58276,47,4200,170,USA,39NH204,7721,Erick
WSU-1323,44,1170,170,USA,10LE38,7903,CARD
Beta-18824,43,5200,170,USA,45LE223,7997,CARD
WSU-667,44,2440,170,USA,45WT41,8057,CARD
RL-1455,46,2550,170,USA,24FR52,8154,CARD
WSU-349,43,1890,170,USA,45KI?,8187,CARD
RL-1151,46,5330,170,USA,24MA171,8239,CARD
RL-1378,46,5420,170,USA,24MA171,8239,CARD
GSC-14392,66,2240,170,check GIS,GbTo-18,9756,CARD
AECV-853C,94,5530,170,check GIS,GhQt-4,9848,CARD
Beta-15514,105,3780,170,check GIS,HdCg-33,9948,CARD
GaK-3429,18,1500,170,USA,26LA1,2468,CARD
L-381C,22,7000,170,USA,11RA501,2807,CARD
L-381-C,22,7000,170,USA,23,2808,CARD
GaK-1172,22,7490,170,USA,23BE125,2832,CARD
Tx-3155,19,5690,170,USA,5GN191,3231,CARD
C-759,24,2650,170,USA,15MS27,3314,CARD
Tx-3139,22,6130,170,USA,23MN732,3985,CARD
UGa-3504,25,1885,170,USA,7NC-E-41,3999,Erick
OWU-330,35,1735,170,USA,33FR63,4349,CARD
ISGS-1006,34,1520,170,USA,11P4,4669,CARD
RL-1879,36,5280,170,USA,36AR188,4740,CARD
RL-235,28,5410,170,USA,42BO268,5351,CARD
C-192,36,2948,170,USA,NY,5555,CARD
QC-1005,36,4150,170,USA,NY,5555,CARD
QC-176,36,4350,170,USA,NY,5555,CARD
QC-225,36,3370,170,USA,NY,5555,CARD
Tx-3644,28,5990,170,USA,10OE1674,6099,CARD
GaK-1741,27,7900,170,USA,35LK50,6304,CARD
GX-7424,37,1665,170,USA,19ES-?,6345,CARD
Beta-41017,27,1890,170,USA,35CS43,6662,CARD
SI-5597,35,1940,170,USA,20SA581,6743,CARD
Beta-19059,31,3940,170,USA,39CU779,6857,CARD
Beta-32650,38,2930,170,USA,ME15.231,6974,CARD
Beta-38714,27,2650,170,USA,35LA907,7005,CARD
GX-20369,38,2895,170,USA,ME29.9,7094,CARD
S-3456,36,850,170,check GIS,BcGa-?,7214,CARD
SI-1782E,38,1155,170,USA,ME42.7,7226,CARD
TO-6096,35,4710,170,check GIS,BcHa-__59,7236,CARD
Beta-58279,47,4200,170,USA,39HN204,7720,CARD
S-1291,52,2580,170,check GIS,BlGk-__15,7811,CARD
UCR-1323,47,3745,170,USA,32MZ58,8319,CARD
UCR-1325,47,3580,170,USA,32MZ58,8319,CARD
UCR-1326,47,3560,170,USA,32MZ58,8319,CARD
GSC-208,50,1340,170,check GIS,DdIn-___1,8664,CARD
RIDDL-112,43,2390,170,USA,DeRt-1,8694,CARD
Beta-147074,42,690,170,check GIS,DfSi-16,8764,CARD
S-63b,47,4520,170,check GIS,DgMr-1,8789,CARD
Beta-27928,43,2120,170,check GIS,DhRs-1,8855,CARD
GaK-2900,44,3150,170,USA,DiQm-1,8928,CARD
AECV-741C,45,3000,170,check GIS,DjPm-36,8986,CARD
DIC-766,49,1500,170,check GIS,DjKp-___3,9004,CARD
GSC-1298,45,6720,170,check GIS,DlPo-20,9087,CARD
AECV-778C,48,1250,170,check GIS,DlLg-33,9103,CARD
SFU-219,68,1120,170,check GIS,EcRg-2,9202,CARD
RL-799,70,2440,170,check GIS,EdPn-8,9236,CARD
S-641,71,1190,170,check GIS,EfOk-16,9352,CARD
WSU-3030,68,5075,170,check GIS,EiRm-7,9397,CARD
Beta-48303,81,5070,170,check GIS,FcAv-4,9589,CARD
GX-2763,59,4165,170,USA,AKSAM,9629,CARD
S-2162,69,735,170,check GIS,FhQf-10,9647,CARD
S-1886,69,1770,170,check GIS,FlQs-30,9702,CARD
GX-6713,79,2335,170,check GIS,GcEl-14,9809,CARD
AECV-1222C,94,6890,170,check GIS,GhQt-4,9848,CARD
AECV-1473C,94,7730,170,check GIS,GhQt-4,9848,CARD
SI-4471,91,3535,170,USA,AKPET067,9899,CARD
Beta-7839,95,3990,170,check GIS,HhOv-73,9998,CARD
GaK-3798,95,1260,170,check GIS,IgOo-1,10111,CARD
S-1218,118,5430,170,check GIS,JcRw-1,10160,CARD
S-695,118,2240,170,check GIS,JcRx-2,10167,CARD
S-691,118,2225,170,check GIS,JlRq-1,10252,CARD
Wk-7840,114,3740,170,check GIS,KaVn-2,10253,CARD
S-1437,121,2390,170,check GIS,KeNi-4,10288,CARD
Beta-7685,113,3180,170,USA,AKTLM030,10290,CARD
S-737,122,2345,170,check GIS,KjNb-7,10337,CARD
S-979,122,4770,170,check GIS,KkLn-4,10346,CARD
S-980,122,4770,170,check GIS,KkLn-4,10346,CARD
GX-4232,112,2280,170,USA,AKMMK004,10364,CARD
Beta-59115,113,6070,170,USA,AKXBD071,10387,CARD
Beta-39518,133,4750,170,USA,AKBEN053,10415,CARD
GSC-883,134,1830,170,USA,AKXHP020,10591,CARD
GX-4261,136,2365,170,USA,AKPSM050,10599,CARD
GX-4262,136,1840,170,USA,AKPSM050,10599,CARD
GSC-992,45,700,170,check GIS,DkPj-1,9053,CARD
Beta-48756,13,7680,170,USA,1Lu496,1282,CARD
ISGS-949,22,6710,170,USA,11PK500,4107,CARD
A-89,8,2770,170,USA,EE:2:35,88,CARD
Tx-3052,44,3410,170,USA,45OK18,8548,CARD
Tx-3126,44,3900,170,USA,45OK248,8558,CARD
Tx-3056,44,3220,170,USA,45OK280,8566,CARD
I-519,86,1200,170,USA,AKXMK001,10092,CARD
S-1949,52,770,170,check GIS,CbGw-___1,7872,CARD
S-1950,52,1070,170,check GIS,CbGw-___1,7872,CARD
Tx-4731,48,1370,170,USA,32SN22,8050,CARD
RIDDL-103,43,4430,170,USA,DeRt-2,8695,CARD
RIDDL-274,43,3520,170,USA,DeRt-2,8695,CARD
RIDDL-513,71,4600,170,check GIS,EcNx-1a,9197,CARD
S-2338,66,4100,170,check GIS,FlUa-4,9710,CARD
GSC-1135,80,5720,170,check GIS,FjCa-?,9674,CARD
GX-9702,38,3350,170,USA,19BN308,5454,CARD
AECV-395C,70,6390,170,check GIS,FgPq-?,9630,CARD
AA-679,9,2420,170,USA,LA4935,948,CARD
SFU-266,91,4560,170,check GIS,HiTp-?,10011,CARD
WSU-4218,16,3680,170,USA,CA-MRN-530,2801,CARD
Beta-75091,27,7210,170,USA,35LK2758,6298,CARD
UCR-954,16,3200,170,USA,CA-SMA-77,2408,CARD
OS-78017,27,930,170,USA,CA-DNO-13,5374,CARD
OS-78018,27,910,170,USA,CA-DNO-13,5374,CARD
Beta-29533,30,2460,170,USA,48PA864,7267,CARD
Beta-56255,23,4020,170,USA,15ML134,1990,CARD
DIC-160,24,850,170,USA,15PI10,2425,CARD
Beta-60600A,24,2320,170,USA,46MO1,2639,CARD
DIC-3195,24,4560,170,USA,15MO28,2678,CARD
DIC-3198,24,3970,170,USA,15MO28,2678,CARD
Beta-80472,24,1890,170,USA,46BX73,3217,CARD
Beta-29447,24,2050,170,USA,33VI315,3719,CARD
Beta-6722,37,1630,170,USA,CT22-12,5330,CARD
S-3544,183,1680,170,check GIS,QlJm-?,10875,CARD
GSC-1498-2,184,6560,170,check GIS,RcHw-VP-5,10895,CARD
S-3563,170,5195,170,check GIS,PbJr-?,10784,CARD
S-3574,185,5040,170,check GIS,QkHl-?,10871,CARD
S-3534,183,2110,170,check GIS,RbJr-?,10886,CARD
S-3566,182,2965,170,check GIS,RgJw-?,10903,CARD
S-3567,182,1390,170,check GIS,RgJw-?,10903,CARD
Beta-27607,37,4840,170,USA,19SU-?,6221,CARD
M-1633,35,5050,170,USA,20SA2,6772,CARD
NWU-50,31,850,170,USA,39ST11,7399,CARD
C-260,133,973,170,USA,AKKTZ023,10438,CARD
C-266,132,912,170,USA,AKXPH003,10566,CARD
SM-921,135,1095,168,USA,AKXCL002,10549,CARD
P-207,149,4118,168,check GIS,NiHf-1,10645,CARD
Grey-19,30,3760,167,USA,48JO306,7205,CARD
Grey-13,30,3750,167,USA,48JO303,7026,CARD
OS-34983,7,4998,166,USA,CA-SNI-56,806,CARD
OWU-62,24,1515,166,USA,33RO108,3761,CARD
SM-926,135,1142,166,USA,AKXCL002,10549,CARD
SMU-501,11,685,165,USA,41HI1,110,TARL
SI-4972,10,2500,165,USA,41LU1,884,CARD
S-1767,71,2170,165,check GIS,EiNs-4,9441,CARD
GX-6388,45,4840,165,check GIS,DjPq-1,9030,CARD
S-1768,71,2760,165,check GIS,EiNs-4,9441,CARD
GX-2747,8,2680,165,USA,U:13:1,854,CARD
WSU-1278,44,2120,165,USA,10CW226,8017,CARD
WSU-1277,44,3765,165,USA,10CW45,8023,CARD
WSU-1247,44,5300,165,USA,10CW55,8024,CARD
SI-4013,43,7955,165,USA,45CA218,8348,CARD
I-2428,45,3880,165,check GIS,DjOm-?,9039,CARD
N-1552,21,3100,165,USA,14BU51,2633,CARD
UGa-1450,22,915,165,USA,23CL199,3835,CARD
UGa-1388,30,5390,165,USA,5LR284,4682,CARD
DIC-1566,36,1740,165,USA,NY,5555,CARD
DIC-1743,36,2890,165,USA,NY,5555,CARD
GX-8819,36,1950,165,USA,NY,5555,CARD
GX-7454,37,880,165,USA,19SU8,5798,CARD
GX-10110,37,2190,165,USA,19MD-?,5813,CARD
GX-8072,37,4695,165,USA,NH31-20-5,6816,CARD
DIC-575,49,2100,165,check GIS,DkKp-__10,9067,CARD
S-2564,48,1440,165,check GIS,DlLg-33,9103,CARD
S-725,69,1695,165,check GIS,EfQu-10,9339,CARD
S-726,69,1695,165,check GIS,EfQu-10,9339,CARD
S-2270,138,780,165,check GIS,MfVa-14,10474,CARD
I-7785,138,1850,165,check GIS,MjVk-7,10496,CARD
GX-4093,136,1995,165,USA,AKPSM055,10579,CARD
GX-4254,136,1665,165,USA,AKPSM050,10599,CARD
DIC-1555,24,680,165,USA,46SU3,2466,CARD
GX-7075,113,4030,165,USA,AKXBD110,10378,CARD
GX-15352,38,970,165,USA,19NT-?,4903,CARD
GX-5193G,36,5910,165,check GIS,AlGw-___2,6966,CARD
S-619,71,5055,165,check GIS,EcNx-1a,9197,CARD
GX-10411-G,22,725,165,USA,23PU313,2542,CARD
M-164,22,2110,165,USA,11C-?,3715,CARD
SI-1917,25,5065,165,USA,18KE40,3814,CARD
GX-8676,36,3645,165,USA,NY,5555,CARD
UGa-4283,35,795,165,USA,33SA-?,4965,CARD
GX-9799,37,1410,165,USA,NH,6436,CARD
WSU-3092,113,4795,165,USA,AKSEW214,10175,CARD
S-3040,171,5190,165,check GIS,OfHx-?,10737,CARD
S-2664,169,4670,165,check GIS,QaLf-?,10833,CARD
Tx-4,22,1144,165,USA,34LF1,1320,Erick
WSU-1638,46,1289,164,USA,24PR607,7585,CARD
GX-2558,46,1217,164,USA,24RB1012,7875,CARD
Tx-76,1,1300,160,USA,41VV82,10,TARL
Tx-100,11,1900,160,USA,41HI1,110,TARL
Tx-802,11,7000,160,USA,41WM133,63,TARL/CARD
SI-3168,24,3185,160,USA,15JO19,2649,CARD
GSC-1649,118,2400,160,check GIS,JhTm-?,10235,CARD
GX-4150,73,3025,160,check GIS,EaLa-3,9159,CARD
Y-1990,10,7690,160,USA,29RV2,1090,CARD
GX-1272,45,1425,160,check GIS,DgPl-42,8801,CARD
RL-508,45,6420,160,check GIS,DjPo-47,8970,CARD
RL-510,45,6690,160,check GIS,DjPo-81,8981,CARD
AECV-1207C,45,7830,160,check GIS,DjPm-36,8986,CARD
AECV-1228C,45,2750,160,check GIS,DjPm-116,9015,CARD
AECV-343C,45,2020,160,check GIS,DjPm-116,9015,CARD
AECV-765C,45,1260,160,check GIS,DjPm-84,9028,CARD
RL-1584,70,5150,160,check GIS,EfPq-5,9346,CARD
AECV-1048C,69,7110,160,check GIS,EgPs-51,9371,CARD
RL-902,70,4710,160,check GIS,EgPm-126,9377,CARD
GX-6130G,70,5540,160,check GIS,FdOt-1,9597,CARD
S-906,118,4800,160,check GIS,JcRw-13,10164,CARD
Beta-30363,31,2215,160,USA,5WL-?,4549,CARD
RL-554,30,7140,160,USA,48FR308,6501,CARD
A-583,30,670,160,USA,48WA301,6875,Erick
Beta-14284,44,1620,160,USA,45OK561,8585,CARD
USGS-608,136,1230,160,USA,49PSM138,10576,CARD
GX-11052,36,2520,160,USA,NY,5555,CARD
GX-11053,36,2030,160,USA,NY,5555,CARD
GX-1459,45,5010,160,check GIS,DgPl-4,8800,CARD
AECV-215C,45,5280,160,check GIS,DjPn-16,8966,CARD
RL-511,45,6310,160,check GIS,DjPo-81,8981,CARD
RL-399,45,5440,160,check GIS,DjPp-3,8983,CARD
GX-5143G,47,3095,160,check GIS,DlMa-1,9095,CARD
GX-5892G,45,1330,160,check GIS,DlOp-2,9115,CARD
AECV-155C,70,1020,160,check GIS,EaPh-4,9170,CARD
S-820,70,3970,160,check GIS,EbOp-16,9181,CARD
S-856,70,3925,160,check GIS,EdPc-1,9218,CARD
S-1769,71,3355,160,check GIS,EiNs-4,9441,CARD
S-1971,71,6160,160,check GIS,FaNq-32,9527,CARD
S-903,118,660,160,check GIS,JcRw-13,10164,CARD
GaK-1258,121,1090,160,check GIS,KeNo-2,10296,CARD
GSC-669,164,3440,160,check GIS,PjRa-2,10820,CARD
S-513,138,890,160,check GIS,MjVl-1,10493,CARD
S-3368,143,1810,160,check GIS,NcPf-12,10581,CARD
QU-219,53,1610,160,check GIS,BlFh-1,7804,CARD
QU-220,53,810,160,check GIS,BlFh-1,7804,CARD
n/a-56,78,710,160,check GIS,GdFc-2,9825,CARD
UQ-86,129,3470,160,check GIS,JfEl-1,10211,CARD
A-450,8,2550,160,USA,EE:12:1,81,CARD
AA-701,8,1650,160,USA,Z:,420,CARD
Beta-29705,8,2740,160,USA,Z:,420,CARD
Beta-75555,7,5500,160,USA,CA-SCLI-43,646,CARD
A-731,8,1240,160,USA,U:13:1,854,CARD
A-25B,9,2440,160,USA,W:10:112,878,CARD
A-25bis,9,2700,160,USA,W:10:112,878,CARD
A-28,9,1900,160,USA,W:10:112,878,CARD
GX-12488,9,2734,160,USA,Q:,1161,CARD
Beta-87906,18,5910,160,USA,"J:14:12,NNAD",1425,CARD
Beta-56747,19,950,160,USA,LA65006,1463,CARD
GX-915,19,3750,160,USA,LA9261,1540,CARD
BETA-21476,18,1760,160,USA,42WS326,2138,Erick
Beta-152212,16,2100,160,USA,CA-SCL-478,2172,CARD
Beta-7310,20,700,160,USA,5LA5320,2267,CARD
RL-1592,19,4690,160,USA,5ML45,2525,CARD
BETA-23057,18,1910,160,USA,42GA3743,2564,Erick
BETA-33479,18,3380,160,USA,42SV1365,3173,Erick
BETA-11310,18,3010,160,USA,42SV1690,3182,Erick
Beta-120095,19,6970,160,USA,5GN1835,3229,CARD
W-289,19,1490,160,USA,5DA123,3360,CARD
RL-1214,19,4890,160,USA,5ME82,3548,CARD
RL-1217,19,5050,160,USA,5ME82,3548,CARD
RL-1219,19,5070,160,USA,5ME82,3548,CARD
Beta-94045,16,3680,160,USA,CA-PLA-695,3566,CARD
DIC-1801,19,3480,160,USA,5GF110,4047,CARD
GX-9999,18,4445,160,USA,42JB8,4189,Erick
BETA-122778,29,7230,160,USA,42TO392,4322,Erick
QC-170,28,6340,160,USA,26NY345,4513,CARD
GX-321,31,2170,160,USA,5WL32,4557,CARD
A-432,31,1000,160,USA,48GO305,5819,Erick
RL-1895,30,5800,160,USA,48FR1484,6478,CARD
RL-1900,30,5760,160,USA,48FR1484,6478,CARD
RL-1908,30,5080,160,USA,48FR1484,6478,CARD
RL-1850,30,1160,160,USA,48FR1561,6481,CARD
RL-1758,30,6240,160,USA,48FR308,6501,CARD
GX-4567,37,3615,160,USA,NH 26-32,6867,Erick
Beta-150037,30,5140,160,USA,48BH2968,7146,Erick
Beta-75400,28,810,160,USA,35GR1311,7270,CARD
Beta-79976,31,5600,160,USA,48CK1395,7388,Erick
Beta-3393,28,2010,160,USA,10VY67,7398,CARD
Beta-112692,27,3350,160,USA,35MA70,7445,CARD
GX-2557,46,1902,160,USA,24RB1012,7875,CARD
Beta-33625,46,2200,160,USA,24RB1164,7885,CARD
Beta-96750,46,3120,160,USA,24RB975,7900,CARD
WSU-665,44,3075,160,USA,45WT41,8057,CARD
Beta-85243,43,3070,160,USA,45KT980,8108,CARD
Beta-33035,44,1370,160,USA,45GR306,8124,CARD
WSU-348,43,1670,160,USA,45KI?,8187,CARD
SI-4014,43,6930,160,USA,45CA218,8348,CARD
CAMS-76952,44,2450,160,USA,10BT1,8401,CARD
WSU-1653,44,2910,160,USA,45ST94,8440,CARD
WSU-3667,44,7230,160,USA,45PO139,8513,CARD
Beta-4280,44,1150,160,USA,45OK2,8551,CARD
Beta-10319,44,5140,160,USA,45OK422,8577,CARD
I-2033,44,2730,160,USA,45OK78,8595,CARD
Beta-56217,43,2200,160,check GIS,DhRl-16,8875,CARD
TO-10671,68,2160,160,check GIS,EeRc-44,9299,CARD
I-16929,32,940,160,USA,39MH202,6840,CARD
I-2667,19,3510,160,USA,LA9224,1539,CARD
A-450a,8,2550,160,USA,EE:12:1,81,CARD
M-2393,12,3400,160,USA,22CR504,883,CARD
M-2395,12,3650,160,USA,22CR504,883,CARD
M-2412,12,3600,160,USA,22CR504,883,CARD
M-2416,12,3470,160,USA,22CR504,883,CARD
M-2417,12,3380,160,USA,22CR504,883,CARD
M-2431,22,3800,160,USA,23BU21B,1870,CARD
Beta-12650,21,780,160,USA,14CM407,2098,CARD
SFU-254,23,1300,160,USA,15LV-?,2156,CARD
Tx-3881,19,1990,160,USA,5MT2192,2337,CARD
Beta-51521,22,1070,160,USA,23PU383,2561,CARD
N-771,21,3910,160,USA,14BU9,2653,CARD
ISGS-1351,22,7730,160,USA,11RA501,2807,CARD
ISGS-1485,22,7200,160,USA,11RA501,2807,CARD
GaK-1171,22,7010,160,USA,23BE125,2832,CARD
SMU-459,22,5130,160,USA,23BE125,2832,CARD
SMU-502,22,7170,160,USA,23BE125,2832,CARD
UGa-2182,24,4130,160,USA,15RO35,2875,CARD
C-440&522,16,4052,160,USA,CASJo68,2909,CARD
Tx-3619,19,5880,160,USA,5GN10,3226,CARD
Tx-3647,19,6550,160,USA,5GN191,3231,CARD
Tx-3622,19,5420,160,USA,5GN206,3234,CARD
UGa-1273b,25,1625,160,USA,7S-D-10,3312,CARD
UGa-2606,24,830,160,USA,46MS53,3349,CARD
W-798,25,1960,160,USA,18MO5,3569,CARD
Beta-65616,24,2560,160,USA,15BE391,3575,CARD
Tx-3143,22,2910,160,USA,23MN732,3985,CARD
UGa-3438,25,1495,160,USA,7NC-E-41,3999,Erick
M-2255,25,3330,160,USA,18CE5,4090,CARD
M-1852,23,1940,160,USA,12HN1,4214,CARD
M-2085,36,3220,160,USA,36HU1,4446,CARD
M-1364,31,5860,160,USA,25FT31,4478,CARD
Beta-62475,35,1880,160,USA,36BV292,4747,CARD
Y-1530,37,4200,160,USA,19DK44,4943,CARD
GX-16799,37,2435,160,USA,19BN658,5407,CARD
Beta-15194,37,6910,160,USA,19BR-?,5412,CARD
GX-7430,37,1370,160,USA,19BR-?,5412,CARD
GX-9683,37,875,160,USA,19BR-?,5412,CARD
GX-7079,37,2845,160,USA,19BR40,5525,CARD
M-2128,36,2570,160,USA,36TI30,5532,CARD
GaK-2048,36,3460,160,USA,NY,5555,CARD
GX-2210,36,1675,160,USA,NY,5555,CARD
UCR-287,36,2060,160,USA,NY,5555,CARD
UCR-289,36,2070,160,USA,NY,5555,CARD
UCR-290,36,1710,160,USA,NY,5555,CARD
Y-2345,36,3980,160,USA,NY,5555,CARD
Y-2616,36,670,160,USA,NY,5555,CARD
GX-13679,37,3950,160,USA,19PL-?,5602,CARD
