labnumber,Sbox,date,sd,Country,Site,SiteID,Source
Beta-127765,30,4050,50,USA,48SU2973,5957,Erick
Beta-127767,30,5810,50,USA,48SU3002,5965,Erick
Beta-186816,30,3320,50,USA,48SU4375,5975,Erick
Beta-186815,30,3180,50,USA,48SU4376,5976,Erick
Beta-203932,30,3750,50,USA,48SU2230,5981,Erick
Beta-206934,30,2680,50,USA,48SU2230,5981,Erick
Beta-254517,30,4790,50,USA,48SU6753,5992,Erick
Beta-254518,30,7210,50,USA,48SU6753,5992,Erick
Beta-254519,30,4850,50,USA,48SU6753,5992,Erick
Beta-185940,30,2860,50,USA,48SU2963,6000,Erick
Beta-127034,30,6010,50,USA,48SU2833,6035,Erick
Beta-127039,30,6240,50,USA,48SU2833,6035,Erick
Beta-186818,30,3860,50,USA,48SU2462,6044,Erick
Beta-126635,30,490,50,USA,48SU2857,6067,Erick
Beta-268064,30,6030,50,USA,48SU6744,6069,Erick
Beta-268065,30,5530,50,USA,48SU6744,6069,Erick
Beta-186829,29,4360,50,USA,48SU5246,6075,Erick
Beta-186828,29,4120,50,USA,48SU5247,6076,Erick
Beta-211173,29,3140,50,USA,48SU1264,6077,Erick
Beta-186798,29,3560,50,USA,48SU1106,6083,Erick
Beta-224946,30,4450,50,USA,48SU6065,6143,Erick
Beta-314359,30,4210,50,USA,48SU261,6150,Erick
Beta-76629,30,3430,50,USA,48SU1631,6154,Erick
Beta-240819,30,6320,50,USA,48SU5438,6157,Erick
Beta-211179,30,4260,50,USA,48SU5726,6159,Erick
Beta-186822,30,3930,50,USA,48SU5133,6167,Erick
Beta-186823,30,3820,50,USA,48SU5133,6167,Erick
Beta-197942,30,5610,50,USA,48SU5408,6169,Erick
Beta-240298,30,6740,50,USA,48SU6571,6172,Erick
Beta-186825,30,4970,50,USA,48SU5178,6197,Erick
Beta-211171,30,4780,50,USA,48SU379,6201,Erick
Beta-217044,30,4380,50,USA,48SU379,6201,Erick
Beta-196842,30,4750,50,USA,48NA3823,6253,Erick
Beta-134686,27,2430,50,USA,35LK3175,6302,CARD
Beta-199083,30,4130,50,USA,48SU5369,6325,Erick
Beta-211182,30,2890,50,USA,48SU5843,6341,Erick
Beta-186834,29,4140,50,USA,48SU5228,6416,Erick
Beta-26100,30,1030,50,USA,48FR2464,6493,CARD
Beta-211915,30,1350,50,USA,48FR5610,6624,Erick
Beta-212134,30,1290,50,USA,48BH1534,7312,Erick
Beta-107590,44,470,50,USA,45GR304?,8123,CARD
Beta-108792,44,2770,50,USA,45ST45,8433,CARD
Beta-108794,44,2290,50,USA,45ST63,8435,CARD
Beta-192862,44,1740,50,USA,45ST82,8439,CARD
Beta-66342,137,630,50,USA,CHR-00001,10413,CARD
Beta-101164,36,1760,50,USA,28HU530,4548,Erick
Beta-133986,9,1640,50,USA,LA121158,107,CARD
Beta-81909,9,570,50,USA,LA26784,134,CARD
Beta-81910,9,740,50,USA,LA26784,134,CARD
Beta-81920,9,820,50,USA,LA26788,135,CARD
Beta-72454,9,570,50,USA,LA2865,136,CARD
Beta-90232,8,2250,50,USA,BB:13:6,497,CARD
Beta-133978,9,2230,50,USA,LA78089,568,CARD
Beta-133979,9,2210,50,USA,LA78089,568,CARD
Beta-133980,9,2140,50,USA,LA78089,568,CARD
Beta-174899,8,1670,50,USA,O:12:75/04-1417,1135,CARD
Beta-118046,18,3360,50,USA,J:14:13,1426,CARD
Beta-141663,19,3170,50,USA,LA79076,1850,CARD
Beta-116395,19,6930,50,USA,5JF321,4028,CARD
CAMS-114828,27,1165,50,USA,CA-DNO-26,5375,CARD
AA-45489,43,520,50,USA,35TL1,7626,CARD
Beta-89987,138,2310,50,check GIS,NiVk-1,10639,CARD
Beta-251090,7,3660,50,USA,CA-SCLI-11,610,CARD
Beta-239926,7,2730,50,USA,CA-SCLI-1237,613,CARD
Beta-251094,7,3690,50,USA,CA-SCLI-2,641,CARD
Beta-75092,7,5510,50,USA,CA-SCLI-43,646,CARD
Beta-251099,7,3350,50,USA,CA-SCLI-915,649,CARD
Beta-218851,7,1080,50,USA,CA-SDI-10723,658,CARD
Beta-78729,7,870,50,USA,CA-SDI-12126,667,CARD
Beta-118003,7,740,50,USA,CA-SDI-12688,671,CARD
Beta-274745,7,2040,50,USA,CA-SDI-13325,679,CARD
Beta-274746,7,2000,50,USA,CA-SDI-13325,679,CARD
Beta-274748,7,1800,50,USA,CA-SDI-13325,679,CARD
Beta-85570,7,3130,50,USA,CA-SDI-14261,685,CARD
Beta-274735,7,3070,50,USA,CA-SDI-20782,704,CARD
Beta-262511,7,1150,50,USA,CA-SDI-4538,708,CARD
Beta-262512,7,1030,50,USA,CA-SDI-4538,708,CARD
Beta-262513,7,1060,50,USA,CA-SDI-4538,708,CARD
Beta-262514,7,900,50,USA,CA-SDI-4538,708,CARD
Beta-213737,7,830,50,USA,CA-SDI-4553,709,CARD
Beta-176892,7,7200,50,USA,CA-SDI-811,721,CARD
Beta-76211,7,1560,50,USA,CA-SDI-811,721,CARD
Beta-193720,7,870,50,USA,CA-SDI-812,722,CARD
Beta-193723,7,1050,50,USA,CA-SDI-812,722,CARD
Beta-193724,7,930,50,USA,CA-SDI-812,722,CARD
Beta-193725,7,870,50,USA,CA-SDI-812,722,CARD
Beta-193728,7,790,50,USA,CA-SDI-812,722,CARD
Beta-86598,7,680,50,USA,CA-SDI-812,722,CARD
Beta-89374,7,640,50,USA,CA-SDI-812,722,CARD
OS-27838,7,2440,50,USA,CA-SNI-171,774,CARD
Beta-156567,7,660,50,USA,CA-SNI-25,782,CARD
UCR-2657,7,2100,50,USA,CA-SNI-351,797,CARD
Beta-142522,7,2770,50,USA,CA-SNI-361,798,CARD
UCI-166,7,380,50,USA,CA-ORA-1205,885,CARD
Beta-115553,7,5270,50,USA,CA-ORA-365,895,CARD
Beta-73495,7,4070,50,USA,CA-ORA-378,896,CARD
UCI-115,7,2370,50,USA,CA-ORA-378,896,CARD
UCI-116,7,1670,50,USA,CA-ORA-378,896,CARD
UCI-117,7,2260,50,USA,CA-ORA-378,896,CARD
UCI-118,7,1730,50,USA,CA-ORA-378,896,CARD
UCI-218,7,730,50,USA,CA-ORA-662,899,CARD
UCI-216,7,4570,50,USA,CA-ORA-667,900,CARD
UCI-234,7,3870,50,USA,CA-ORA-667,900,CARD
UCI-235,7,4290,50,USA,CA-ORA-667,900,CARD
UCI-129,7,620,50,USA,CA-ORA-672,902,CARD
UCI-158,7,730,50,USA,CA-ORA-673,903,CARD
UCI-173,7,660,50,USA,CA-ORA-673,903,CARD
Beta-139841,7,400,50,USA,CA-ORA-855,906,CARD
Beta-139851,7,600,50,USA,CA-ORA-855,906,CARD
Beta-232733,6,4720,50,USA,CA-SRI-209,966,CARD
OS-51547,6,5890,50,USA,CA-SRI-673,976,CARD
OS-51549,6,6070,50,USA,CA-SRI-679,980,CARD
OS-37140,6,925,50,USA,CA-SMI-159,1008,CARD
OS-37142,6,955,50,USA,CA-SMI-163,1010,CARD
Beta-194509,6,4990,50,USA,CA-SMI-396,1014,CARD
Beta-180924,6,2250,50,USA,CA-SMI-481,1016,CARD
OS-27939,6,6340,50,USA,CA-SMI-481,1016,CARD
OS-38218,6,2150,50,USA,CA-SMI-481,1016,CARD
Beta-218873,6,3040,50,USA,CA-SMI-527,1023,CARD
Beta-239249,6,5010,50,USA,CA-SMI-527,1023,CARD
Beta-114533,6,740,50,USA,CA-SMI-602,1029,CARD
OS-27953,6,7970,50,USA,CA-SMI-606,1031,CARD
Beta-145427,6,3500,50,USA,CA-SMI-87,1034,CARD
UCLA-1771A,7,1720,50,USA,CA-LAN-324,1075,CARD
Beta-248257,6,1330,50,USA,CA-SBA-215,1183,CARD
Beta-248259,6,1230,50,USA,CA-SBA-215,1183,CARD
Beta-248260,6,1270,50,USA,CA-SBA-215,1183,CARD
Beta-248261,6,1570,50,USA,CA-SBA-215,1183,CARD
Beta-248263,6,740,50,USA,CA-SBA-215,1183,CARD
Beta-248264,6,1430,50,USA,CA-SBA-215,1183,CARD
Beta-248265,6,1270,50,USA,CA-SBA-215,1183,CARD
Beta-248266,6,1330,50,USA,CA-SBA-215,1183,CARD
Beta-129407,6,5520,50,USA,CA-SBA-54,1194,CARD
Beta-129408,6,5630,50,USA,CA-SBA-54,1194,CARD
Beta-129409,6,5690,50,USA,CA-SBA-54,1194,CARD
Beta-262510,6,5580,50,USA,CA-SBA-658,1202,CARD
Beta-192195,6,2903,50,USA,CA-SBA-755,1209,CARD
Beta-195531,6,7670,50,USA,CA-SBA-755,1209,CARD
A-301,6,250,50,USA,CA-SBA-78,1211,CARD
Beta-125944,6,1310,50,USA,CA-SBA-935,1213,CARD
Beta-123745,6,1290,50,USA,CA-SBA-936,1214,CARD
Beta-123746,6,1230,50,USA,CA-SBA-937,1215,CARD
Beta-123747,6,1100,50,USA,CA-SBA-938,1216,CARD
Beta-123744,6,980,50,USA,CA-SBA-940,1218,CARD
Beta-203195,6,1030,50,USA,CA-SBA-990,1220,CARD
Beta-180839,17,460,50,USA,CA-KER-3079,1331,CARD
Beta-112708,17,640,50,USA,CA-KER-3080,1332,CARD
Beta-190872,17,4000,50,USA,CA-KER-3080,1332,CARD
Beta-188992,17,380,50,USA,CA-KER-3085,1334,CARD
Beta-118249,17,7840,50,USA,CA-KER-3168,1337,CARD
Beta-118250,17,7130,50,USA,CA-KER-3168,1337,CARD
Beta-227541,17,4920,50,USA,CA-KER-4623,1342,CARD
Beta-227544,17,3480,50,USA,CA-KER-4623,1342,CARD
Beta-227552,17,3440,50,USA,CA-KER-4623,1342,CARD
Beta-227554,17,4380,50,USA,CA-KER-4623,1342,CARD
Beta-116692,17,2740,50,USA,CA-KER-5392,1347,CARD
Beta-106601,17,760,50,USA,CA-KER-5404,1351,CARD
Beta-106602,17,1270,50,USA,CA-KER-5404,1351,CARD
Beta-118251,17,1350,50,USA,CA-KER-5404,1351,CARD
Beta-118252,17,1210,50,USA,CA-KER-5404,1351,CARD
Beta-118253,17,1190,50,USA,CA-KER-5404,1351,CARD
Beta-118255,17,1210,50,USA,CA-KER-5404,1351,CARD
Beta-118256,17,1210,50,USA,CA-KER-5404,1351,CARD
Beta-118257,17,1180,50,USA,CA-KER-5404,1351,CARD
Beta-118259,17,1170,50,USA,CA-KER-5404,1351,CARD
Beta-210895,16,2560,50,USA,CA-SLO-1451,1368,CARD
Beta-233050,16,640,50,USA,CA-SLO-1452,1369,CARD
Beta-233051,16,750,50,USA,CA-SLO-1453,1370,CARD
Beta-109160,16,2920,50,USA,CA-SLO-165,1378,CARD
Beta-222050,16,780,50,USA,CA-SLO-165,1378,CARD
Beta-222051,16,1240,50,USA,CA-SLO-165,1378,CARD
Beta-222056,16,7970,50,USA,CA-SLO-165,1378,CARD
Beta-154549,16,3600,50,USA,CA-SLO-172,1379,CARD
Beta-105982,16,1780,50,USA,CA-SLO-179,1384,CARD
Beta-105983,16,1180,50,USA,CA-SLO-179,1384,CARD
Beta-111473,16,2100,50,USA,CA-SLO-1797,1386,CARD
UCR-2878/CAMS-83196,16,6820,50,USA,CA-SLO-215,1392,CARD
UCR-2879/CAMS-83197,16,6855,50,USA,CA-SLO-215,1392,CARD
Beta-105985,16,3000,50,USA,CA-SLO-267,1401,CARD
Beta-105986,16,2260,50,USA,CA-SLO-267,1401,CARD
Beta-242069,16,1880,50,USA,CA-SLO-5,1403,CARD
"Beta-146596a,b",16,5960,50,USA,CA-SLO-832,1411,CARD
Beta-146605,16,4970,50,USA,CA-SLO-832,1411,CARD
Beta-202669,16,5110,50,USA,CA-MNT-,1604,CARD
Beta-106056,16,4190,50,USA,CA-MNT-101,1606,CARD
Beta-139669,16,1440,50,USA,CA-MNT-103,1607,CARD
Beta-139670,16,1500,50,USA,CA-MNT-103,1607,CARD
Beta-139675,16,4340,50,USA,CA-MNT-103,1607,CARD
Beta-139679,16,1530,50,USA,CA-MNT-103,1607,CARD
Beta-139680,16,1530,50,USA,CA-MNT-103,1607,CARD
Beta-186919,16,1450,50,USA,CA-MNT-109,1609,CARD
Beta-186925,16,520,50,USA,CA-MNT-110,1610,CARD
Beta-186927,16,570,50,USA,CA-MNT-110,1610,CARD
Beta-297206,16,1020,50,USA,CA-MNT-111,1611,CARD
Beta-138060,16,2700,50,USA,CA-MNT-113,1613,CARD
Beta-138061,16,2480,50,USA,CA-MNT-113,1613,CARD
Beta-138062,16,2670,50,USA,CA-MNT-113,1613,CARD
Beta-215149,16,1720,50,USA,CA-MNT-117,1616,CARD
Beta-105979,16,890,50,USA,CA-MNT-1223,1619,CARD
Beta-72489,16,620,50,USA,CA-MNT-1227,1620,CARD
Beta-156926,16,3790,50,USA,CA-MNT-1244,1622,CARD
Beta-191282,16,1130,50,USA,CA-MNT-125,1623,CARD
Beta-252545,16,3880,50,USA,CA-MNT-14,1630,CARD
Beta-72842,16,815,50,USA,CA-MNT-1457,1631,CARD
Beta-204630,16,3970,50,USA,CA-MNT-148,1632,CARD
Beta-129022,16,1000,50,USA,CA-MNT-1485,1636,CARD
Beta-191244,16,1390,50,USA,CA-MNT-16,1642,CARD
Beta-229135,16,1380,50,USA,CA-MNT-16,1642,CARD
Beta-156923,16,1270,50,USA,CA-MNT-1612,1645,CARD
Beta-186916,16,1140,50,USA,CA-MNT-1612,1645,CARD
Beta-192003,16,1070,50,USA,CA-MNT-17,1647,CARD
Beta-265692,16,1290,50,USA,CA-MNT-17,1647,CARD
Beta-144599,16,1550,50,USA,CA-MNT-1701,1649,CARD
Beta-156476,16,1270,50,USA,CA-MNT-1701,1649,CARD
Beta-151130,16,1200,50,USA,CA-MNT-173,1652,CARD
Beta-170428,16,980,50,USA,CA-MNT-1748,1653,CARD
Beta-191449,16,1000,50,USA,CA-MNT-1935,1662,CARD
Beta-191450,16,960,50,USA,CA-MNT-1935,1662,CARD
Beta-143874,16,550,50,USA,CA-MNT-1942,1663,CARD
Beta-143875,16,580,50,USA,CA-MNT-1942,1663,CARD
Beta-145655,16,640,50,USA,CA-MNT-1942,1663,CARD
Beta-187641,16,1290,50,USA,CA-MNT-2018,1665,CARD
Beta-271379,16,1090,50,USA,CA-MNT-217,1673,CARD
Beta-207870,16,1280,50,USA,CA-MNT-218,1674,CARD
Beta-244212,16,1110,50,USA,CA-MNT-2243,1675,CARD
Beta-176534,16,4130,50,USA,CA-MNT-238,1681,CARD
Beta-218063,16,5430,50,USA,CA-MNT-254,1682,CARD
Beta-187634,16,1000,50,USA,CA-MNT-262,1683,CARD
Beta-187638,16,1040,50,USA,CA-MNT-262,1683,CARD
Beta-187639,16,1200,50,USA,CA-MNT-262,1683,CARD
Beta-271382,16,1290,50,USA,CA-MNT-263,1684,CARD
Beta-199099,16,5210,50,USA,CA-MNT-285,1690,CARD
Beta-119925,16,1060,50,USA,CA-MNT-298,1693,CARD
Beta-198001,16,420,50,USA,CA-MNT-301,1696,CARD
Beta-202667,16,830,50,USA,CA-MNT-301,1696,CARD
Beta-186624,16,1160,50,USA,CA-MNT-307,1697,CARD
Beta-198571,16,530,50,USA,CA-MNT-383,1700,CARD
Beta-198572,16,640,50,USA,CA-MNT-384,1701,CARD
Beta-232475,16,1290,50,USA,CA-MNT-389,1703,CARD
Beta-232476,16,1010,50,USA,CA-MNT-389,1703,CARD
Beta-199101,16,1180,50,USA,CA-MNT-421,1706,CARD
Beta-162594,16,900,50,USA,CA-MNT-437,1710,CARD
Beta-214935,16,1380,50,USA,CA-MNT-437,1710,CARD
Beta-214936,16,1350,50,USA,CA-MNT-437,1710,CARD
Beta-198002,16,1130,50,USA,CA-MNT-466,1713,CARD
Beta-199855,16,1060,50,USA,CA-MNT-652,1728,CARD
Beta-173259,16,1380,50,USA,CA-MNT-734,1729,CARD
Beta-82142,16,330,50,USA,CA-MNT-798,1730,CARD
Beta-215164,16,1540,50,USA,CA-MNT-801,1731,CARD
Beta-195086,16,5460,50,USA,CA-MNT-831,1733,CARD
Beta-214542,16,1990,50,USA,CA-MNT-831,1733,CARD
Beta-214544,16,5660,50,USA,CA-MNT-831,1733,CARD
Beta-214545,16,5430,50,USA,CA-MNT-831,1733,CARD
Beta-214548,16,6690,50,USA,CA-MNT-831,1733,CARD
Beta-243009,16,1280,50,USA,CA-MNT-834,1734,CARD
Beta-249901,16,5140,50,USA,CA-MNT-88,1737,CARD
Beta-249902,16,6550,50,USA,CA-MNT-88,1737,CARD
Beta-186537,16,1290,50,USA,CA-MNT-910,1738,CARD
Beta-186538,16,1000,50,USA,CA-MNT-910,1738,CARD
Beta-154546,16,5190,50,USA,CA-MNT-95,1740,CARD
Beta-154548,16,840,50,USA,CA-MNT-95,1740,CARD
Beta-165808,16,910,50,USA,CA-SCR-151,2029,CARD
Beta-229888,16,5480,50,USA,CA-SCR-25,2035,CARD
Beta-229889,16,4770,50,USA,CA-SCR-25,2035,CARD
Beta-198669,16,5030,50,USA,CA-SCR-276,2036,CARD
Beta-198670,16,4920,50,USA,CA-SCR-276,2036,CARD
Beta-194586,16,7270,50,USA,CA-SCR-40,2042,CARD
Beta-172031,16,6460,50,USA,CA-SCR-60,2044,CARD
Beta-172032,16,6630,50,USA,CA-SCR-60,2044,CARD
Beta-203653,16,6570,50,USA,CA-SCR-60,2044,CARD
Beta-46645,16,1450,50,USA,CA-SCL-690,2187,CARD
Beta-230677,16,1870,50,USA,CA-SCL-868,2197,CARD
Beta-74111,16,1310,50,USA,CA-SMA-134,2391,CARD
Beta-24535,16,1242,50,USA,CA-SMA-139,2392,CARD
Beta-133355,16,1270,50,USA,CA-SMA-314,2405,CARD
Beta-174291,16,590,50,USA,CA-SMA-367,2406,CARD
Beta-134732,16,2540,50,USA,CA-ALA-17,2474,CARD
Beta-134735,16,3040,50,USA,CA-ALA-17,2474,CARD
Beta-98015,16,3180,50,USA,CA-ALA-17,2474,CARD
Beta-147195,16,2590,50,USA,CA-ALA-309,2476,CARD
CAMS-79479,16,1380,50,USA,CA-ALA-329,2480,CARD
Beta-290627,16,2340,50,USA,CA-MRN-296,2791,CARD
Beta-216347,16,1940,50,USA,CA-MRN-44,2797,CARD
Beta-216413,16,1720,50,USA,CA-MRN-44,2797,CARD
Beta-285081,16,1190,50,USA,CA-MRN-685,2804,CARD
CAIS-2268,28,6676,50,USA,10OE1689,6100,CARD
CAIS-2269,28,7118,50,USA,10OE1689,6100,CARD
CAIS-2270,28,7125,50,USA,10OE1689,6100,CARD
CAIS-2272,28,5173,50,USA,10OE1689,6100,CARD
UGAMS-2268,28,3800,50,USA,10OE1689,6100,CARD
UGAMS-2269,28,4170,50,USA,10OE1689,6100,CARD
UGAMS-2270,28,4180,50,USA,10OE1689,6100,CARD
UGAMS-2271,28,4850,50,USA,10OE1689,6100,CARD
CAIS-2274,28,5997,50,USA,10OE60,6108,CARD
OS-28989,27,5200,50,USA,35LK3175,6302,CARD
Beta-93965,27,910,50,USA,35CS5,6663,CARD
Beta-214606,28,4990,50,USA,35ML1328,6684,CARD
Beta-3900,28,5408,50,USA,10AA17,6804,CARD
Beta-204924,27,1030,50,USA,35LA1271,6985,CARD
Beta-94223,27,980,50,USA,35LA17,6987,CARD
Beta-204923,27,1360,50,USA,35LA8,6988,CARD
Beta-197381,27,520,50,USA,35LNC48,7353,CARD
AA-40317,43,990,50,USA,35TL1,7626,CARD
Beta-80555,43,480,50,USA,35TL46,7633,CARD
Beta-80977,43,900,50,USA,35TL47,7634,CARD
Beta-80978,43,1220,50,USA,35TL47,7634,CARD
Beta-77227,43,540,50,USA,35CLT21,7824,CARD
Beta-254051,44,4770,50,USA,45AS44,7862,CARD
Beta-104837,43,2370,50,USA,45JE6,8289,CARD
Beta-104841,43,2070,50,USA,45JE6,8289,CARD
Beta-104842,43,2230,50,USA,45JE6,8289,CARD
Beta-104843,43,2260,50,USA,45JE6,8289,CARD
SI-4362,43,2385,50,USA,45CA16,8343,CARD
SI-4364,43,2220,50,USA,45CA16,8343,CARD
Beta-291137,43,1270,50,USA,45IS48,8367,CARD
Beta-291138,43,1470,50,USA,45IS48,8367,CARD
Beta-108789,44,6430,50,USA,45ST414,8429,CARD
UW-194,43,738,50,USA,45SK33,8490,CARD
QL-12,43,1230,50,USA,45SK37,8491,CARD
QL-14,43,3070,50,USA,45SK41,8492,CARD
USGS-428,43,1630,50,USA,45SK99,8501,CARD
Beta-4018,44,1380,50,USA,45OK55,8584,CARD
USGS-79,43,3070,50,USA,45SJ1,8600,CARD
Beta-218138,43,1370,50,USA,45SJ147,8607,CARD
Beta-218142,43,1000,50,USA,45SJ147,8607,CARD
Beta-223242,43,1100,50,USA,45SJ150,8608,CARD
CAMS-56446,43,2070,50,USA,45SJ254,8624,CARD
CAMS-56447,43,1610,50,USA,45SJ278,8630,CARD
CAMS-56448,43,1510,50,USA,45SJ278,8630,CARD
CAMS-56450,43,920,50,USA,45SJ278,8630,CARD
Beta-223255,43,2400,50,USA,45SJ282,8632,CARD
Beta-218155,43,1110,50,USA,45SJ451,8639,CARD
Beta-223259,43,1090,50,USA,45SJ461,8642,CARD
Beta-285337,43,1180,50,USA,45WH525,8730,CARD
Beta-293546,43,3680,50,USA,45WH525,8730,CARD
Beta-230664,43,2960,50,USA,45WH526,8731,CARD
Beta-215323,43,3260,50,USA,45WH55,8734,CARD
Beta-215399,43,3330,50,USA,45WH55,8734,CARD
Beta-268774,43,2780,50,USA,45WH55,8734,CARD
Beta-272637,43,1350,50,USA,45WH55,8734,CARD
Beta-286449,43,1730,50,USA,45WH564,8736,CARD
Beta-287562,43,1890,50,USA,45WH564,8736,CARD
Beta-301251,43,2790,50,USA,45WH564,8736,CARD
Beta-301252,43,2610,50,USA,45WH564,8736,CARD
Beta-301436,43,2200,50,USA,45WH564,8736,CARD
Beta-301437,43,2110,50,USA,45WH564,8736,CARD
Beta-247829,43,1090,50,USA,45WH599,8738,CARD
Beta-290203,43,3830,50,USA,45WH72,8742,CARD
Beta-290205,43,3750,50,USA,45WH72,8742,CARD
GX-32437,43,1740,50,USA,45WH758,8746,CARD
Beta-285596,43,1050,50,check GIS,DlSd-1,9101,CARD
Beta-261178,68,7400,50,check GIS,EaSe-11,9140,CARD
Beta-237805,66,1720,50,check GIS,GbTo-13,9744,CARD
Beta-237806,66,1690,50,check GIS,GbTo-13,9744,CARD
CAMS-49624,66,2780,50,check GIS,GbTo-24,9778,CARD
CAMS-49626,66,2370,50,check GIS,GbTo-24,9778,CARD
BETA-56777,18,1660,50,USA,42PI486,3083,Erick
Beta-253765,30,6470,50,USA,48CR9358,4912,Erick
Beta-131319,30,5370,50,USA,48SW1029,5342,Erick
Beta-143997,31,4440,50,USA,48PL1051,5765,Erick
Beta-76652,30,400,50,USA,48FR3305,6262,Erick
Beta-74202,21,1100,50,USA,34HP45,1949,CARD
Beta-74204,21,840,50,USA,34HP45,1949,CARD
Beta-99298,36,530,50,USA,28HU530,4548,CARD
SMU-1484,47,7760,50,USA,32DU182,8173,CARD
SMU-1601,47,7150,50,USA,32DU461,8174,CARD
BETA-136266,18,3410,50,USA,42WN420,2968,Erick
BETA-136267,18,3460,50,USA,42WN420,2968,Erick
GSC-2002,115,1890,50,check GIS,JhVq-1,10236,CARD
USGS-370,114,4180,50,USA,AKEAG200,10376,CARD
P-2057,134,1960,50,USA,AKXHP010,10552,CARD
P-2144,134,1320,50,USA,AKXHP010,10552,CARD
AA-29095,8,5575,50,USA,O:,1123,CARD
Beta-85899,19,510,50,USA,LA103919,1456,CARD
UCR-3902/CAMS-69384,17,390,50,USA,26CH18,1589,CARD
UCR-3898,17,850,50,USA,26Ch5,1603,CARD
UCR-3898/CAMS-69380,17,850,50,USA,26CH5,1603,CARD
UCR-3902,17,390,50,USA,26Ch5,1603,CARD
Beta-164224,17,6100,50,USA,26EK3682,2590,CARD
Beta-164230,17,7190,50,USA,26EK3682,2590,CARD
Beta-200623,17,3680,50,USA,26CK5434,3414,CARD
Beta-146247,17,1760,50,USA,26CK5686,3415,CARD
Beta-160764,17,1550,50,USA,26CK5686,3415,CARD
Beta-241973,17,1860,50,USA,26CK7994,3427,CARD
Beta-95302,19,2300,50,USA,5LP1434,3657,CARD
UCR-3907,17,2050,50,USA,26Pe2,3949,CARD
UCR-3908,17,2030,50,USA,26Pe2,3949,CARD
UCR-3908/CAMS-69390,17,2030,50,USA,26Pe2,3949,CARD
UCR-3911,17,1690,50,USA,26Pe2,3949,CARD
UCR-3911/CAMS-69393,17,1690,50,USA,26PE2,3949,CARD
AA-11593,17,1595,50,USA,26PE2345,3951,CARD
Beta-250042,17,3640,50,USA,26Pe3a,3953,CARD
Beta-250044,17,3800,50,USA,26PE3b,3954,CARD
Beta-233114,28,3210,50,USA,26NY301,4510,CARD
UGAMS-1897,30,1330,50,USA,5MF1,4565,CARD
AA-30373,27,395,50,USA,35LK1295,6291,CARD
Beta-147424,27,2270,50,USA,35LK3400,6303,CARD
Beta-164958,27,4590,50,USA,35LK50,6304,CARD
Beta-164960,27,4240,50,USA,35LK50,6304,CARD
Beta-116103,27,990,50,USA,35LK685,6305,CARD
Beta-147425,28,1740,50,USA,35HA,6544,CARD
Beta-147426,28,2260,50,USA,35HA,6544,CARD
Beta-249772,28,7860,50,USA,35HA,6544,CARD
Beta-147428,28,3110,50,USA,35HA433,6549,CARD
Gif-8435,165,520,50,check GIS,OdPp-2,10721,CARD
Beta-4628,21,230,50,USA,34WA2,1354,Erick
TX-4438,20,570,50,USA,5LA2158,2250,CARD
Beta-2643,19,2000,50,USA,5OR243,2859,CARD
Beta-205230,19,1280,50,USA,5MN654,3040,CARD
Beta-202832,19,1550,50,USA,5LP570,3687,CARD
Beta-202833,19,1620,50,USA,5LP570,3687,CARD
Beta-115109,30,1980,50,USA,48SW2590,4855,Erick
Beta-172474,30,4410,50,USA,48SW13992,5126,Erick
Beta-3257,30,1560,50,USA,48CR2401,5319,CARD
Beta-112096,30,6900,50,USA,48AB1,5343,Erick
Beta-136377,30,4360,50,USA,48AB1,5343,Erick
Beta-224377,29,1610,50,USA,48LN4345,5620,Erick
Beta-224369,30,5880,50,USA,48SU1555,5857,Erick
Beta-224973,30,5630,50,USA,48SU6320,5858,Erick
Beta-224974,30,6310,50,USA,48SU6320,5858,Erick
Beta-230028,30,1630,50,USA,48SU6369,5870,Erick
Beta-224932,30,4330,50,USA,48SU3049,5879,Erick
Beta-224963,30,6590,50,USA,48SU6181,5887,Erick
Beta-254496,30,7680,50,USA,48SU6617,5888,Erick
Beta-254497,30,7610,50,USA,48SU6617,5888,Erick
Beta-254498,30,6770,50,USA,48SU6617,5888,Erick
Beta-174144,30,5330,50,USA,48SU4479,5910,Erick
Beta-224931,30,4360,50,USA,48SU2701,5913,Erick
Beta-142467,30,4050,50,USA,48SU3519,5917,Erick
Beta-254501,30,6650,50,USA,48SU6636,5920,Erick
Beta-254503,30,6760,50,USA,48SU6636,5920,Erick
Beta-254504,30,7180,50,USA,48SU6636,5920,Erick
Beta-254508,30,6300,50,USA,48SU6636,5920,Erick
Beta-115140,30,6100,50,USA,48SU2317,5928,Erick
Beta-115131,30,6070,50,USA,48SU2316,5936,Erick
Beta-115138,30,4800,50,USA,48SU2316,5936,Erick
Beta-240277,30,7050,50,USA,48SU4399,5946,Erick
Beta-254515,30,5160,50,USA,48SU6744,6069,Erick
Beta-224368,29,1080,50,USA,48SU1252,6138,Erick
Beta-256237,30,5080,50,USA,48SU261,6150,Erick
Beta-256238,30,5430,50,USA,48SU261,6150,Erick
Beta-256239,30,5480,50,USA,48SU261,6150,Erick
Beta-224969,30,5770,50,USA,48SU6271,6166,Erick
Beta-256244,30,5410,50,USA,48SU3335,6208,Erick
Beta-258346,30,5080,50,USA,48SU229,6226,Erick
Beta-258348,30,5200,50,USA,48SU229,6226,Erick
Beta-258350,30,5650,50,USA,48SU229,6226,Erick
